indicator,period,source,location,value,value_type,Sub-dashboard
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Enugu,6.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Enugu,7.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Enugu,8.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Enugu,10.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Enugu,11.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Enugu,11.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Imo,9.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Imo,9.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Imo,9.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Imo,8.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Imo,8.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Imo,8.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Imo,8.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Imo,8.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Imo,8.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Imo,8.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Imo,8.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Imo,9.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Imo,11,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Imo,13.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Imo,14.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Imo,15.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Imo,15.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Jigawa,13.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Jigawa,11.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Jigawa,9.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Jigawa,8.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Jigawa,7.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Jigawa,6.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Jigawa,5.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Jigawa,4.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Jigawa,4.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Jigawa,4.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Jigawa,4.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Jigawa,4.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Jigawa,5.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Jigawa,6.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Jigawa,8.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Jigawa,9.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Jigawa,10.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Kaduna,17.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Kaduna,17,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Kaduna,16.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Kaduna,15.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Kaduna,14.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Kaduna,13.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Kaduna,12.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Kaduna,11.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Kaduna,11.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Kaduna,10.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Kaduna,9.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Kaduna,8.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Kaduna,9.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Kaduna,11.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Kaduna,13.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Kaduna,15,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Kaduna,16.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Kano,4.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Katsina,12.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Katsina,10.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Katsina,9.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Katsina,8.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Katsina,7.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Katsina,6.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Katsina,5.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Katsina,4.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Katsina,4.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Katsina,4.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Katsina,4.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Katsina,4.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Katsina,4.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Katsina,5.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Katsina,6.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Katsina,7.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Katsina,7.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Kebbi,14.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Kebbi,12.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Kebbi,10.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Kebbi,9.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Kebbi,8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Kebbi,6.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Kebbi,6.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Kebbi,5.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Kebbi,5.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Kebbi,4.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Kebbi,4.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Kebbi,4.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Kebbi,4.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Kebbi,5.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Kebbi,6.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Kebbi,7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Kebbi,7.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Kogi,27.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Kogi,29.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Kogi,30.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Kogi,31.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Kogi,30.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Kogi,28.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Kogi,26.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Kogi,25.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Kogi,23.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Kogi,21,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Kogi,18.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Kogi,16.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Kogi,17.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Kogi,20.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Kogi,22.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Kogi,24.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Kogi,25.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Kwara,21.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Kwara,22.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Kwara,22.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Kwara,23,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Kwara,22.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Kwara,22.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Kwara,23.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Kwara,24.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Kwara,26.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Kwara,26.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Kwara,25.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Kwara,25.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Kwara,27.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Kwara,30.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Kwara,32.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Kwara,32.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Kwara,32,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Lagos,28,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Lagos,27.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Lagos,26.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Lagos,25.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Lagos,23.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Lagos,21.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Lagos,20.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Lagos,19.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Lagos,19.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Lagos,19.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Lagos,19.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Lagos,20.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Lagos,24.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Lagos,28.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Lagos,32,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Lagos,33.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Lagos,34.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Nasarawa,30,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Nasarawa,30,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Nasarawa,29.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Nasarawa,29.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Nasarawa,27.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Nasarawa,26.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Nasarawa,25.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Nasarawa,24.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Nasarawa,23.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Nasarawa,22.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Nasarawa,22.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Nasarawa,22.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Nasarawa,25.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Nasarawa,28.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Nasarawa,29.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Nasarawa,29.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Nasarawa,29,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Niger,18.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Niger,17.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Niger,15.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Niger,14.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Niger,12,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Niger,10.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Niger,8.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Niger,7.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Niger,7.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Niger,6.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Niger,6.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Niger,6.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Niger,7.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Niger,9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Niger,9.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Niger,10.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Niger,10.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Ogun,14.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Ogun,14,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Ogun,13.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Ogun,12.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Ogun,12.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Ogun,11.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Ogun,12,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Ogun,12.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Ogun,13.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Ogun,13.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Ogun,12.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Ogun,13.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Ogun,15.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Ogun,18.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Ogun,20,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Ogun,20.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Ogun,20.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Ondo,17.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Ondo,17.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Ondo,17.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Ondo,16.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Ondo,15.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Ondo,14.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Ondo,13.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Ondo,13.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Ondo,13,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Ondo,12.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Ondo,11.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Ondo,12.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Ondo,15.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Ondo,19,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Ondo,21.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Ondo,22,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Ondo,22,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Osun,38.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Osun,37.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Osun,37.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Osun,36.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Osun,35.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Osun,34.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Osun,34.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Osun,34.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Osun,35.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Osun,33.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Osun,32.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Osun,32.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Osun,35.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Osun,39.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Osun,42.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Osun,42.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Osun,43,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Oyo,29.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Oyo,29.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Oyo,28.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Oyo,28.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Oyo,25.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Oyo,23.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Oyo,21.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Oyo,20.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Oyo,20.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Oyo,20.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Oyo,20.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Oyo,21.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Oyo,25.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Oyo,30.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Oyo,33.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Oyo,35.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Oyo,36.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Plateau,45.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Plateau,44.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Plateau,43.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Plateau,42.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Plateau,40.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Plateau,38.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Plateau,36.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Plateau,35.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Plateau,33.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Plateau,31.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Plateau,30.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Plateau,30,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Plateau,31.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Plateau,34.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Plateau,35.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Plateau,35.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Plateau,36.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Rivers,25.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Rivers,24.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Rivers,24.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Rivers,23,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Rivers,21.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Rivers,20.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Rivers,19.4,Estimate,Health_Outcomes
